test_f1,test_acc,test_auc,val_auc,k,dataset,layer,sae_id,reg_type,binarize
0.6332201296696511,0.67,0.7228888888888889,0.9804,128,73_control-group,24,layer_24/width_16k/batch_topk_32,l1,False
0.7668262461278512,0.77,0.8717777777777778,0.9544,16,6_hist_fig_isamerican,24,layer_24/width_16k/standard_new,l1,False
0.8106060606060607,0.8133333333333334,0.8955555555555555,0.986,128,6_hist_fig_isamerican,24,layer_24/width_16k/standard_new,l1,False
0.4337639439867087,0.44333333333333336,0.41675555555555555,0.7628,16,90_glue_qnli,24,layer_24/width_16k/standard,l1,False
0.512987012987013,0.52,0.5629555555555555,0.8108000000000001,128,90_glue_qnli,24,layer_24/width_16k/standard,l1,False
0.5743258672708308,0.5766666666666667,0.6274483618233618,0.6674747474747474,16,7_hist_fig_ispolitician,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False
0.6321524422973698,0.6333333333333333,0.65625,0.7244444444444444,128,7_hist_fig_ispolitician,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False
0.7166383304997167,0.7166666666666667,0.7946666666666667,0.9408000000000001,16,73_control-group,24,layer_24/width_16k/p_anneal,l1,False
0.6218749617591992,0.6566666666666666,0.8720444444444444,0.9531999999999999,128,73_control-group,24,layer_24/width_16k/p_anneal,l1,False
0.3831864387284151,0.5233333333333333,0.6307555555555555,0.9228000000000001,16,66_living-room,24,layer_24/width_16k/jumprelu_32,l1,False
0.47385462198478234,0.5666666666666667,0.5940000000000001,0.972,128,66_living-room,24,layer_24/width_16k/jumprelu_32,l1,False
0.7266666666666667,0.7266666666666667,0.8006222222222222,0.938,16,73_control-group,24,layer_24/width_16k/standard,l1,False
0.6263736263736264,0.66,0.8718666666666667,0.9544,128,73_control-group,24,layer_24/width_16k/standard,l1,False
0.5603805015702517,0.5733333333333334,0.6033653846153846,0.6783838383838383,16,7_hist_fig_ispolitician,24,layer_24/width_16k/jumprelu_32,l1,False
0.5564178560444693,0.57,0.5798165954415954,0.6488888888888888,128,7_hist_fig_ispolitician,24,layer_24/width_16k/jumprelu_32,l1,False
